Gss year for this respondent                       ,Respondent id number,Number of hours worked last week,Marital status,Number of children,Age of respondent,Highest year of school completed,General happiness,Happiness of marriage,Condition of health,Is life exciting or dull,Spend evening with relatives,Spend evening with friends,Spend evening at bar,Job or housework,Subjective class identification,Satisfaction with financial situation,Sex before marriage,Suicide if bankrupt,Have gun in home,Hours per day watching tv,Family income in constant $
2010,1876,13,Married,2,38,14,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a mnth,Sev times a year,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,3,16835
2010,1881,65,Married,3,53,12,Very happy,Very happy,Good,Exciting,Sev times a week,Once a month,Never,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,5,11008
2010,1883,Not applicable,Married,0,41,12,Not too happy,Not too happy,Good,Dull,Almost daily,Never,Never,Very satisfied,Middle class,Not at all sat,Always wrong,No,Yes,5,16835
2010,1905,30,Married,4,33,14,Not too happy,Pretty happy,Fair,Routine,Almost daily,Sev times a year,Sev times a mnth,Very dissatisfied,Working class,Not at all sat,Always wrong,No,No,8,11008
2010,1915,50,Married,2,59,14,Very happy,Very happy,Good,Routine,Once a month,Once a year,Never,Very satisfied,Working class,More or less,Sometimes wrong,No,Yes,3,28490
2010,1920,40,Married,4,67,15,Very happy,Very happy,Fair,Exciting,Sev times a year,Sev times a year,Never,Very satisfied,Working class,More or less,Always wrong,No,Yes,4,23310
2010,1968,40,Married,2,50,10,Not too happy,Pretty happy,Good,Routine,Once a year,Once a year,Never,Very dissatisfied,Working class,Not at all sat,Sometimes wrong,No,Yes,2,7123
2010,1971,Not applicable,Married,1,39,12,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a year,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,3,72520
2010,1972,80,Married,2,67,14,Pretty happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Once a year,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,2,34965
2010,1982,Don't know,Married,3,43,12,Not too happy,Not too happy,Fair,Routine,Almost daily,Once a month,Never,Very dissatisfied,Working class,Not at all sat,Sometimes wrong,No,Yes,2,16835
2010,1995,Not applicable,Married,6,86,12,Pretty happy,Pretty happy,Fair,Routine,Once a month,Sev times a week,Never,Not applicable,Working class,Satisfied,Sometimes wrong,No,Yes,1,19425
2010,2006,Not applicable,Married,1,34,20,Very happy,Pretty happy,Fair,Exciting,Never,Sev times a mnth,Sev times a year,Not applicable,Working class,Not at all sat,Not wrong at all,Yes,No,4,51800
2010,2010,Not applicable,Married,0,31,20,Not too happy,Very happy,Fair,Routine,Sev times a week,Sev times a year,Sev times a year,Not applicable,Lower class,Not at all sat,Not wrong at all,Don't know,No,1,7123
2010,2021,Not applicable,Married,2,70,12,Not too happy,Very happy,Excellent,Exciting,Once a month,Once a year,Never,Not applicable,Middle class,Satisfied,Always wrong,No,Yes,2,19425
2010,2023,43,Married,1,39,8,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a week,Once a month,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,2,34965
2010,2029,Not applicable,Married,2,69,12,Very happy,Very happy,Good,Exciting,Once a month,Sev times a week,Sev times a year,Not applicable,Working class,Satisfied,Not wrong at all,No,No,6,16835
2010,2031,20,Married,0,36,11,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Once a month,Once a month,Mod. satisfied,Lower class,Not at all sat,Not wrong at all,No,No,1,14245
2010,2035,38,Married,0,23,12,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a week,Never,Very satisfied,Working class,More or less,Always wrong,No,Yes,0,23310
2010,2040,Not applicable,Married,2,62,16,Pretty happy,Very happy,Good,Exciting,Sev times a year,Once a year,Sev times a year,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,1,119606
2012,53,Not applicable,Married,2,45,20,Very happy,Very happy,Excellent,Exciting,Once a year,Once a year,Never,Mod. satisfied,Upper class,More or less,Not wrong at all,Yes,No,1,155140
2012,56,Not applicable,Married,3,51,20,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a week,Once a month,Sev times a year,Not applicable,Working class,Not at all sat,Sometimes wrong,No,No,0,49000
2012,83,55,Married,2,44,16,Very happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a mnth,Sev times a mnth,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,No,2,68600
2012,91,Not applicable,Married,3,54,18,Pretty happy,Pretty happy,Fair,Exciting,Once a year,Never,Never,Not applicable,Working class,Not at all sat,Always wrong,No,No,1,58800
2012,113,40,Married,0,32,16,Pretty happy,Very happy,Excellent,Routine,Once a month,Sev times a year,Sev times a mnth,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,2,155140
2012,117,Not applicable,Married,4,33,14,Not too happy,Very happy,Good,Routine,Sev times a mnth,Once a month,Never,Mod. satisfied,Lower class,Not at all sat,Not wrong at all,No,No,3,11638
2012,127,45,Married,2,53,19,Pretty happy,Very happy,Excellent,Exciting,Once a month,Once a month,Sev times a mnth,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,1,155140
2012,132,46,Married,0,24,12,Not too happy,Pretty happy,Excellent,Routine,Almost daily,Sev times a week,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,1,155140
2012,181,Not applicable,Married,3,55,12,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a week,Never,Mod. satisfied,Working class,Satisfied,Not wrong at all,No,Yes,3,68600
2012,187,40,Married,2,56,17,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a year,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,155140
2012,190,28,Married,0,33,16,Pretty happy,Very happy,Good,Exciting,Once a month,Sev times a week,Sev times a mnth,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,2,58800
2012,193,Not applicable,Married,1,65,12,Not too happy,Very happy,Fair,Routine,Once a year,Once a month,Once a year,Mod. satisfied,Working class,More or less,Not wrong at all,No,Yes,4,49000
2012,196,Not applicable,Married,2,25,13,Very happy,Very happy,Good,Dull,Sev times a week,Sev times a mnth,Sev times a year,Not applicable,Lower class,Not at all sat,Not wrong at all,No,Yes,3,10413
2012,206,30,Married,5,61,13,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Never,Never,A little dissat,Middle class,Not at all sat,Not wrong at all,No,No,9,49000
2012,219,20,Married,3,22,12,Very happy,Very happy,Excellent,Routine,Sev times a week,Never,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,4,10413
2012,222,Not applicable,Married,1,54,11,Very happy,Very happy,Good,Routine,Sev times a year,Almost daily,Never,Very satisfied,Working class,Satisfied,Not wrong at all,No,Yes,6,49000
2012,225,18,Married,4,67,12,Pretty happy,Very happy,Excellent,Exciting,Sev times a week,Once a year,Never,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,3,33075
2012,227,Not applicable,Married,0,64,19,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a year,Never,Never,Not applicable,Middle class,Not at all sat,Not wrong at all,Yes,Yes,3,40425
2012,231,45,Married,0,42,15,Pretty happy,Very happy,Good,Routine,Once a year,Once a month,Sev times a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,3,58800
2012,236,Not applicable,Married,2,35,6,Very happy,Very happy,Good,Exciting,Once a year,Never,Never,Don't know,Working class,More or less,Not wrong at all,No,No,2,6738
2012,240,Not applicable,Married,2,28,10,Pretty happy,Pretty happy,Fair,Routine,Almost daily,Once a month,Once a month,Mod. satisfied,Lower class,Satisfied,Almst always wrg,No,No,2,11638
2012,242,50,Married,4,61,16,Very happy,Very happy,Good,Exciting,Sev times a year,Once a month,Never,Very satisfied,Upper class,Satisfied,Not wrong at all,No,No,2,155140
2012,244,55,Married,0,34,18,Very happy,Very happy,Good,Exciting,Almost daily,Sev times a mnth,Once a month,Very satisfied,Upper class,More or less,Sometimes wrong,Yes,No,0,68600
2012,264,35,Married,2,43,17,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a year,Never,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,1,155140
2012,267,Not applicable,Married,3,47,16,Very happy,Pretty happy,Good,Exciting,Sev times a year,Sev times a mnth,Sev times a year,Very satisfied,Upper class,Satisfied,Always wrong,No,Yes,1,155140
2012,279,40,Married,1,38,16,Very happy,Pretty happy,Good,Routine,Sev times a mnth,Once a month,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,Don't know,Yes,1,155140
2012,284,Not applicable,Married,2,61,13,Not too happy,Pretty happy,Excellent,Dull,Sev times a week,Sev times a year,Sev times a mnth,Not applicable,Middle class,More or less,Not wrong at all,No,No,2,49000
2012,286,40,Married,4,33,14,Pretty happy,Pretty happy,Good,Exciting,Almost daily,Sev times a year,Sev times a year,Very satisfied,Middle class,More or less,Not wrong at all,No,No,1,155140
2012,290,50,Married,6,35,9,Pretty happy,Pretty happy,Excellent,Routine,Once a year,Once a year,Never,Mod. satisfied,Working class,Not at all sat,Sometimes wrong,No,No,2,18375
2012,307,60,Married,2,46,18,Pretty happy,Not too happy,Good,Exciting,Once a month,Once a month,Sev times a mnth,Mod. satisfied,Middle class,More or less,Not wrong at all,Don't know,No,1,155140
2012,311,39,Married,5,53,16,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Once a month,Once a year,A little dissat,Middle class,More or less,Not wrong at all,Yes,Yes,2,155140
2012,314,45,Married,2,55,20,Pretty happy,Very happy,Fair,Routine,Sev times a week,Once a month,Sev times a year,Very satisfied,Middle class,Satisfied,Not wrong at all,Yes,No,1,155140
2012,316,25,Married,3,77,20,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Once a year,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,Yes,2,155140
2012,323,40,Married,3,38,16,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a year,Sev times a year,A little dissat,Working class,More or less,Not wrong at all,No,Yes,0,155140
2012,324,60,Married,3,33,12,Very happy,Very happy,Good,Exciting,Once a month,Once a year,Never,Very satisfied,Working class,Satisfied,Not wrong at all,No,No,0,33075
2012,338,50,Married,3,41,15,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,No,Yes,2,49000
2012,341,20,Married,2,58,16,Pretty happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a year,Mod. satisfied,Upper class,Satisfied,Not wrong at all,Yes,No,2,155140
2012,343,Not applicable,Married,3,45,19,Pretty happy,Very happy,Excellent,Routine,Once a month,Sev times a year,Once a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,1,155140
2012,347,55,Married,0,48,16,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a week,Sev times a week,Sev times a mnth,Mod. satisfied,Middle class,More or less,Not wrong at all,Yes,No,0,155140
2012,355,41,Married,1,27,14,Very happy,Very happy,Good,Exciting,Sev times a week,Once a month,Sev times a year,Very satisfied,Working class,More or less,Not wrong at all,Yes,Yes,1,22050
2012,358,37,Married,0,55,16,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Once a month,Once a year,Mod. satisfied,Middle class,More or less,Sometimes wrong,No,No,3,40425
2012,372,Not applicable,Married,2,65,16,Pretty happy,Very happy,Good,Exciting,Sev times a year,Once a month,Once a year,Not applicable,Middle class,Satisfied,Not wrong at all,No,No,3,49000
2012,377,45,Married,2,63,14,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a mnth,Never,Very satisfied,Middle class,More or less,Not wrong at all,Yes,No,4,49000
2012,398,25,Married,2,36,15,Not too happy,Not too happy,Good,Exciting,Sev times a week,Sev times a year,Once a year,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,2,40425
2012,401,55,Married,0,35,17,Pretty happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a week,Once a month,Mod. satisfied,Middle class,Satisfied,Always wrong,No,No,2,155140
2012,406,Not applicable,Married,3,42,12,Very happy,Very happy,Good,Exciting,Once a month,Never,Never,Very satisfied,Middle class,More or less,Always wrong,No,No,1,26950
2012,409,Not applicable,Married,2,69,20,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a mnth,Never,Not applicable,Middle class,Satisfied,Not wrong at all,No,No,6,58800
2012,417,Not applicable,Married,2,62,20,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Once a year,Not applicable,Middle class,Satisfied,Always wrong,No,No,1,58800
2012,420,40,Married,3,38,10,Pretty happy,Pretty happy,Fair,Exciting,Almost daily,Once a month,Sev times a mnth,Very satisfied,Working class,Satisfied,Not wrong at all,Yes,No,4,22050
2012,428,40,Married,2,58,16,Very happy,Very happy,Fair,Routine,Sev times a year,Once a month,Once a year,Mod. satisfied,Working class,More or less,Always wrong,No,Yes,4,68600
2012,434,65,Married,2,32,14,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Never,Very satisfied,Working class,More or less,Not wrong at all,Yes,Yes,1,33075
2012,436,80,Married,2,51,16,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,155140
2012,456,Not applicable,Married,3,59,12,Very happy,Very happy,Fair,Exciting,Sev times a week,Almost daily,Never,Not applicable,Middle class,More or less,Not wrong at all,No,Yes,3,40425
2012,461,55,Married,0,30,16,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a week,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,Yes,Yes,1,155140
2012,467,60,Married,2,41,18,Pretty happy,Pretty happy,Excellent,Routine,Sev times a week,Sev times a week,Once a month,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,0,155140
2012,481,35,Married,1,52,12,Pretty happy,Very happy,Excellent,Exciting,Almost daily,Once a year,Once a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,2,40425
2012,490,48,Married,5,37,12,Not too happy,Pretty happy,Poor,Dull,Once a month,Sev times a year,Once a year,Very satisfied,Middle class,Not at all sat,Sometimes wrong,Yes,No,8,40425
2012,492,40,Married,1,31,20,Pretty happy,Very happy,Fair,Exciting,Sev times a week,Sev times a mnth,Sev times a mnth,Mod. satisfied,Middle class,More or less,Always wrong,No,Yes,1,40425
2012,507,Not applicable,Married,0,49,12,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,49000
2012,513,Not applicable,Married,4,74,12,Pretty happy,Pretty happy,Good,Exciting,Sev times a mnth,Never,Never,Not applicable,Lower class,More or less,Not wrong at all,No,Yes,3,22050
2012,515,45,Married,2,40,14,Pretty happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Once a year,Very satisfied,Working class,More or less,Always wrong,No,Yes,2,68600
2012,519,16,Married,4,41,8,Very happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Working class,More or less,Always wrong,No,No,2,33075
2012,538,20,Married,2,49,12,Pretty happy,Pretty happy,Good,Exciting,Sev times a mnth,Sev times a week,Sev times a week,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,0,49000
2012,540,Not applicable,Married,4,45,18,Pretty happy,Very happy,Fair,Exciting,Sev times a year,Sev times a year,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,Yes,Yes,3,58800
2012,543,40,Married,4,43,10,Very happy,Very happy,Excellent,Routine,Almost daily,Once a month,Never,Mod. satisfied,Working class,Not at all sat,Always wrong,No,No,4,13475
2012,546,35,Married,4,62,12,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a mnth,Never,Very satisfied,Working class,Not at all sat,Always wrong,No,No,0,13475
2012,560,40,Married,4,48,12,Pretty happy,Not too happy,Fair,Exciting,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Working class,More or less,Almst always wrg,No,No,1,10413
2012,562,Not applicable,Married,5,71,12,Not too happy,Very happy,Poor,Routine,Sev times a year,Never,Never,Not applicable,Lower class,More or less,Not wrong at all,No,No,6,980
2012,566,36,Married,Eight or more,68,6,Pretty happy,Pretty happy,Good,Routine,Almost daily,Never,Never,A little dissat,Working class,Not at all sat,Not wrong at all,No,No,2,5513
2012,581,40,Married,3,49,12,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Once a month,Never,Very satisfied,Working class,Satisfied,Always wrong,No,Yes,1,3185
2012,593,37,Married,2,58,14,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Sev times a year,Once a year,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,3,26950
2012,595,59,Married,2,49,16,Pretty happy,Pretty happy,Excellent,Exciting,Once a month,Sev times a year,Sev times a year,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,1,33075
2012,596,Not applicable,Married,2,42,14,Pretty happy,Pretty happy,Excellent,Routine,Sev times a year,Sev times a week,Sev times a year,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,4,40425
2012,598,50,Married,2,40,18,Very happy,Very happy,Excellent,Routine,Sev times a mnth,Sev times a year,Once a month,Very satisfied,Upper class,Satisfied,Not wrong at all,No,No,1,155140
2012,600,Not applicable,Married,1,36,18,Very happy,Very happy,Excellent,Routine,Sev times a week,Sev times a mnth,Sev times a year,No answer,Middle class,Satisfied,Not wrong at all,No,No,3,58800
2012,608,46,Married,0,30,14,Pretty happy,Very happy,Fair,Routine,Sev times a year,Sev times a year,Once a year,A little dissat,Working class,More or less,Not wrong at all,No,No,1,9188
2012,616,40,Married,1,35,16,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Sev times a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,1,58800
2012,625,Not applicable,Married,2,46,12,Pretty happy,Very happy,Good,Routine,Once a month,Sev times a mnth,Sev times a mnth,Very satisfied,Working class,Not at all sat,Almst always wrg,No,No,5,22050
2012,626,Not applicable,Married,2,50,18,Pretty happy,Not too happy,Good,Exciting,Sev times a year,Sev times a mnth,Once a year,Very satisfied,Middle class,Not at all sat,Not wrong at all,Yes,No,0,33075
2012,628,Not applicable,Married,0,28,15,Very happy,Very happy,Good,Exciting,Sev times a week,Once a month,Never,Very satisfied,Middle class,Satisfied,Always wrong,No,No,5,33075
2012,635,25,Married,2,40,11,Pretty happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Sev times a year,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,1,26950
2012,637,Not applicable,Married,4,53,14,Not too happy,Pretty happy,Poor,Dull,Almost daily,Sev times a year,Never,A little dissat,Working class,Not at all sat,Sometimes wrong,No,No,4,18375
2012,644,43,Married,2,42,15,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Working class,More or less,Always wrong,No,Yes,3,40425
2012,648,Not applicable,Married,0,37,12,Pretty happy,Pretty happy,Good,Routine,Sev times a year,Sev times a mnth,Once a month,A little dissat,Working class,Satisfied,Not wrong at all,Yes,Yes,3,40425
